age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
35,Private,9.0,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
30,Private,13.0,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
43,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
54,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
24,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
60,Private,9.0,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States
41,Private,9.0,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
34,Private,9.0,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Mexico
28,Private,10.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States
32,Private,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
58,?,9.0,Widowed,?,Not-in-family,White,Female,0,0,12,United-States
47,Self-emp-inc,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
24,?,10.0,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,99999,0,50,South
45,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
49,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,80,United-States
33,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
36,Self-emp-not-inc,10.0,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States
33,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Peru
43,Private,9.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam
36,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States
25,Private,13.0,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
47,Federal-gov,13.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,United-States
61,Self-emp-inc,10.0,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States
26,Private,13.0,Never-married,Exec-managerial,Own-child,White,Male,2463,0,35,United-States
35,Self-emp-inc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
25,Private,9.0,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
51,Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
24,Private,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
25,Private,13.0,Never-married,Sales,Own-child,White,Male,0,0,50,United-States
18,Private,7.0,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
23,Private,10.0,Never-married,Other-service,Unmarried,White,Female,0,0,25,United-States
54,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,56,United-States
67,Private,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
30,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
49,Private,12.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
57,Private,9.0,Separated,Machine-op-inspct,Not-in-family,White,Male,2174,0,40,Cuba
35,Private,8.0,Separated,Other-service,Not-in-family,White,Female,0,0,30,United-States
36,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States
42,Self-emp-not-inc,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States
58,Private,9.0,Divorced,Sales,Unmarried,White,Female,0,0,23,United-States
21,Private,10.0,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
54,Private,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
31,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China
59,?,10.0,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
46,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States
21,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
36,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
25,Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States
32,Private,7.0,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
28,Private,11.0,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,40,Mexico
38,Private,10.0,Separated,Tech-support,Unmarried,Black,Female,0,0,50,United-States
18,Private,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
37,Private,14.0,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States
46,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
35,Private,14.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,India
60,Local-gov,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
49,Self-emp-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,37,United-States
46,Federal-gov,14.0,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,1887,40,United-States
36,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Germany
17,Private,7.0,Never-married,Sales,Other-relative,White,Female,0,0,24,United-States
21,Private,12.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
62,Federal-gov,9.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
32,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3464,0,40,United-States
42,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
46,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
39,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
22,Private,9.0,Never-married,Other-service,Own-child,White,Female,0,0,40,Germany
32,Private,9.0,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States
21,Private,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
43,Private,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States
38,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,2258,60,United-States
22,Self-emp-not-inc,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States
43,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States
32,Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States
25,Private,12.0,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
30,Private,13.0,Married-AF-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,60,Philippines
42,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15,United-States
50,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
27,Private,11.0,Never-married,Craft-repair,Own-child,White,Male,0,0,38,United-States
55,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
22,Private,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States
28,Private,4.5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,48,China
25,Private,12.0,Divorced,Tech-support,Own-child,White,Female,0,1594,25,United-States
27,Private,4.5,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
66,Private,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,4,United-States
26,Private,9.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,80,?
42,Private,4.5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
40,Local-gov,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
32,Self-emp-not-inc,9.0,Separated,Sales,Not-in-family,White,Male,0,0,50,United-States
62,Private,8.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States
42,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
27,Federal-gov,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
19,Private,10.0,Never-married,Sales,Own-child,White,Female,0,0,30,United-States
68,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
34,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Jamaica
19,Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States
71,Self-emp-not-inc,14.0,Married-civ-spouse,Sales,Husband,White,Male,10605,0,40,United-States
30,Private,13.0,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States
58,Private,5.0,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
37,Local-gov,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States
53,Private,9.0,Never-married,Craft-repair,Not-in-family,Other,Female,0,0,40,?
72,?,13.0,Married-civ-spouse,?,Husband,White,Male,0,0,3,United-States
38,Private,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,20,United-States
24,Private,9.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States
37,Private,14.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
23,?,9.0,Never-married,?,Not-in-family,White,Male,0,0,30,United-States
48,Private,14.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
34,Federal-gov,10.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,72,United-States
51,Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,Other,Male,99999,0,70,India
46,Private,11.0,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States
20,Private,7.0,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,2961,0,35,United-States
61,Private,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States
20,Private,10.0,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
32,Private,11.0,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
26,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,90,United-States
34,Private,7.0,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States
57,Local-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
30,Private,9.0,Separated,Other-service,Other-relative,White,Male,0,0,28,United-States
43,Private,9.0,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,5721,0,40,Philippines
42,Local-gov,7.0,Divorced,Sales,Unmarried,White,Male,7430,0,50,Puerto-Rico
37,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
39,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
44,Federal-gov,9.0,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
23,Private,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
30,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
41,Federal-gov,10.0,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States
23,Private,10.0,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States
41,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
55,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
54,Private,4.5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico
61,Federal-gov,14.0,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
42,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
59,Local-gov,14.0,Divorced,Prof-specialty,Unmarried,White,Female,8614,0,60,United-States
37,Private,9.0,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States
46,Private,13.0,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
38,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,?
19,Private,10.0,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States
84,Private,9.0,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,16,United-States
31,Private,10.0,Separated,Tech-support,Unmarried,Black,Female,0,0,40,United-States
33,Private,13.0,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
26,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States
35,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States
37,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,80,United-States
50,Private,12.0,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States
43,State-gov,10.0,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,50,United-States
61,Private,4.5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico
20,Private,10.0,Never-married,Other-service,Own-child,White,Female,594,0,16,United-States
32,Private,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
27,Private,12.0,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,40,El-Salvador
34,Private,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
49,Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Scotland
34,State-gov,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States
49,Private,9.0,Divorced,Other-service,Own-child,Black,Female,0,0,40,United-States
54,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
33,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,62,United-States
43,Private,13.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
34,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
35,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Female,0,0,60,United-States
66,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,?
62,Private,9.0,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States
45,Private,16.0,Widowed,Prof-specialty,Unmarried,White,Male,15020,0,40,Iran
42,Federal-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States
18,Private,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
27,Federal-gov,11.0,Never-married,Tech-support,Unmarried,Black,Male,1151,0,40,United-States
42,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
18,Private,9.0,Never-married,Transport-moving,Own-child,White,Male,1055,0,25,United-States
47,Private,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
24,Private,9.0,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
36,Private,12.0,Never-married,Exec-managerial,Not-in-family,White,Female,3325,0,40,United-States
35,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
40,Private,13.0,Married-spouse-absent,Transport-moving,Own-child,Other,Male,0,0,45,?
26,Private,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
57,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
37,Federal-gov,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States
44,Local-gov,11.0,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States
38,Private,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico
44,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,68,United-States
26,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
48,Private,9.0,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,United-States
53,Federal-gov,13.0,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States
46,Federal-gov,11.0,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0,0,60,United-States
44,Local-gov,11.0,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States
23,Private,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
40,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
41,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States
38,Private,10.0,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
36,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
42,Private,13.0,Divorced,Other-service,Unmarried,White,Male,0,0,60,United-States
36,Private,13.0,Never-married,Other-service,Not-in-family,White,Male,2176,0,20,?
25,Private,10.0,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States
25,Private,9.0,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
60,Private,8.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
59,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,2414,0,15,United-States
35,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
40,Self-emp-inc,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
17,Private,7.0,Never-married,Craft-repair,Own-child,White,Male,0,0,16,United-States
49,Private,9.0,Divorced,Other-service,Unmarried,Black,Female,0,0,32,United-States
19,?,10.0,Never-married,?,Own-child,White,Female,594,0,10,United-States
24,Private,13.0,Never-married,Prof-specialty,Own-child,White,Female,0,0,8,United-States
45,Private,10.0,Separated,Adm-clerical,Unmarried,White,Female,0,0,27,United-States
37,Federal-gov,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States
39,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Female,0,0,37,Puerto-Rico
33,Private,13.0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
26,Private,7.0,Separated,Other-service,Unmarried,Black,Male,0,0,40,United-States
35,Private,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States
70,?,13.0,Divorced,?,Not-in-family,White,Female,0,0,7,United-States
46,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,50,United-States
65,Self-emp-not-inc,14.0,Married-civ-spouse,Sales,Husband,White,Male,10605,0,44,United-States
22,?,9.0,Never-married,?,Own-child,Black,Male,0,1602,30,United-States
26,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
33,Private,12.0,Never-married,Exec-managerial,Unmarried,White,Female,2174,0,55,?
19,Private,10.0,Never-married,Other-service,Own-child,White,Female,0,0,4,United-States
44,Private,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States
36,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,India
60,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
64,Local-gov,14.0,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
55,Private,5.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,4,United-States
32,Private,9.0,Never-married,Other-service,Not-in-family,White,Male,0,0,37,United-States
38,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
40,Self-emp-not-inc,4.5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States
24,Self-emp-not-inc,10.0,Never-married,Other-service,Not-in-family,White,Female,0,0,75,United-States
22,Federal-gov,13.0,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States
42,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,90,United-States
23,Private,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
43,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States
28,Private,13.0,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
30,Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United-States
19,Private,9.0,Never-married,Sales,Own-child,White,Female,0,0,35,United-States
19,Self-emp-not-inc,9.0,Never-married,Tech-support,Own-child,White,Male,0,0,20,United-States
28,?,6.0,Divorced,?,Not-in-family,White,Male,0,0,50,United-States
19,Private,10.0,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United-States
34,Private,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
40,Private,10.0,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States
33,Private,9.0,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,45,Japan
49,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States
44,Private,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,3103,0,40,United-States
28,Private,8.0,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
61,Self-emp-not-inc,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
70,Self-emp-not-inc,9.0,Widowed,Other-service,Other-relative,White,Female,2329,0,20,United-States
33,Private,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States
34,Local-gov,10.0,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States
39,Federal-gov,9.0,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,United-States
31,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
24,State-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
24,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
47,Private,9.0,Divorced,Craft-repair,Not-in-family,Black,Male,8614,0,44,United-States
24,Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
52,Local-gov,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States
28,Private,9.0,Married-spouse-absent,Tech-support,Not-in-family,White,Female,0,0,37,United-States
18,Private,9.0,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
67,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,24,United-States
45,Federal-gov,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,56,United-States
47,Federal-gov,13.0,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States
26,Private,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,2001,40,United-States
40,Private,9.0,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States
41,State-gov,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
35,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
33,Private,10.0,Divorced,Craft-repair,Other-relative,Other,Female,0,0,40,United-States
35,Private,9.0,Married-spouse-absent,Transport-moving,Other-relative,White,Female,0,0,40,Dominican-Republic
22,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States
41,Local-gov,12.0,Separated,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
42,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States
33,Private,12.0,Divorced,Sales,Not-in-family,White,Female,0,0,45,United-States
46,Private,12.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,56,United-States
42,Self-emp-not-inc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
47,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
59,Private,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
25,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
61,Private,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
28,Private,9.0,Separated,Handlers-cleaners,Not-in-family,Other,Male,0,0,30,United-States
41,Private,10.0,Divorced,Tech-support,Unmarried,Black,Female,0,0,36,United-States
28,Private,13.0,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States
22,Private,9.0,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States
26,Private,10.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
46,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
39,?,8.0,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
62,State-gov,16.0,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
60,Self-emp-not-inc,5.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,84,United-States
40,Private,13.0,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,?
43,Private,10.0,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,40,United-States
46,Self-emp-not-inc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
64,Self-emp-inc,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,20051,0,40,?
54,Self-emp-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States
37,Private,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
67,Self-emp-not-inc,9.0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States
33,Self-emp-not-inc,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
37,Private,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
40,Private,9.0,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States
28,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States
25,Private,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,40,Poland
33,Self-emp-inc,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,?
32,Self-emp-not-inc,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
51,Local-gov,9.0,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,Puerto-Rico
45,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States
34,Private,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
27,Private,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
22,Private,13.0,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
50,Self-emp-not-inc,6.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
25,Private,9.0,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States
18,Private,8.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States
34,Self-emp-inc,14.0,Separated,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States
35,Private,10.0,Divorced,Tech-support,Not-in-family,White,Male,0,0,50,United-States
43,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,?
29,?,9.0,Never-married,?,Not-in-family,White,Male,0,0,35,United-States
48,Self-emp-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
27,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States
